"SplunkVersion","FolderName","IdentityReference","FileSystemRights"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\nav","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\nav","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\panels","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\panels","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\views","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\default\data\ui\views","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\lookups","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\lookups","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\README","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\samples","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\samples","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\Splunk_TA_windows\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunkforwarder_management_console","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunkforwarder_management_console\appserver","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\splunkforwarder_management_console\appserver\static","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\default","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\apps\SplunkUniversalForwarder\metadata","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\auth","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\crl","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\prev_release","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\prev_release","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\prev_release","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\prev_release","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\prev_release","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\splunkweb","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\splunkweb","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\auth\splunkweb","Everyone","Read, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\deployment-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\disabled-apps","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses","Everyone","Read, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\download-trial","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\download-trial","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\download-trial","Everyone","Read, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\enterprise","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\enterprise","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\enterprise","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\licenses\forwarder","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\exec","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\fschangemanager","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\RemoteQueue","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\RemoteQueue","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\RemoteQueue","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\structuredparsing","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\etc\modules\input\tailfile","BUILTIN\Users","ReadAndExecute, Synchronize"
