"SplunkVersion","FolderName","IdentityReference","FileSystemRights"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\appserver\modules\static\css","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\merged","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\merged","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\merged","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\search_telemetry","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\search_telemetry","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\run\splunk\upload","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\dirmoncache","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","BUILTIN\Users","ReadAndExecute, Synchronize"
"Splunk 6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.4.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.5.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 6.6.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 7.0.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 7.1.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 7.2.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
"Splunk 7.3.0","C:\Program Files\SplunkUniversalForwarder\var\spool\splunk","Everyone","Read, Synchronize"
